sector,indicator,subcategory,subcategory2,subcategory3,aspectid,unit,explanation
Formal employment,Total PF paying firms,Large,Manufacturing,Matches,611243,,Total number of firms who paid the EPF dues for given month
Formal employment,Total PF paying firms,Large,Manufacturing,Plantation,611254,,Total number of firms who paid the EPF dues for given month
Formal employment,Total PF paying firms,Medium,Manufacturing,Linoleum and Indoleum,612242,,Total number of firms who paid the EPF dues for given month
Formal employment,Total PF paying firms,Large,Manufacturing,Entertainment,611228,,Total number of firms who paid the EPF dues for given month
Formal employment,Total PF paying firms,Large,Manufacturing,Mill,611247,,Total number of firms who paid the EPF dues for given month
Formal employment,Total PF paying firms,Large,Manufacturing,Recreational Activties,611257,,Total number of firms who paid the EPF dues for given month
Formal employment,Total PF paying firms,All firms,All sectors,All sectors,610010,,Total number of firms who paid the EPF dues for given month
Formal employment,Total PF paying firms,Large,All sectors,All sectors,611010,,Total number of firms who paid the EPF dues for given month
Formal employment,Total PF paying firms,Medium,All sectors,All sectors,612010,,Total number of firms who paid the EPF dues for given month
Formal employment,Total PF paying firms,Small,All sectors,All sectors,613010,,Total number of firms who paid the EPF dues for given month
Formal employment,Total PF paying firms,Large,Manufacturing,All sectors,611210,,Total number of firms who paid the EPF dues for given month
Formal employment,Total PF paying firms,Large,Services,All sectors,611410,,Total number of firms who paid the EPF dues for given month
Formal employment,Total PF paying firms,Medium,Agriculture,All sectors,612110,,Total number of firms who paid the EPF dues for given month
Formal employment,Total PF paying firms,Medium,Manufacturing,All sectors,612210,,Total number of firms who paid the EPF dues for given month
Formal employment,Total PF paying firms,Medium,Services,All sectors,612410,,Total number of firms who paid the EPF dues for given month
Formal employment,Total PF paying firms,Medium,Trading,All sectors,612510,,Total number of firms who paid the EPF dues for given month
Formal employment,Total PF paying firms,Small,Agriculture,All sectors,613110,,Total number of firms who paid the EPF dues for given month
Formal employment,Total PF paying firms,Small,Manufacturing,All sectors,613210,,Total number of firms who paid the EPF dues for given month
Formal employment,Total PF paying firms,Small,Others,All sectors,613310,,Total number of firms who paid the EPF dues for given month
Formal employment,Total PF paying firms,Small,Services,All sectors,613410,,Total number of firms who paid the EPF dues for given month
Formal employment,Total PF paying firms,Small,Trading,All sectors,613510,,Total number of firms who paid the EPF dues for given month
Formal employment,Total PF paying firms,Large,Agriculture,All sectors,611110,,Total number of firms who paid the EPF dues for given month
Formal employment,Total PF paying firms,Medium,Others,All sectors,612310,,Total number of firms who paid the EPF dues for given month
Formal employment,Total PF paying firms,Large,Others,All sectors,611310,,Total number of firms who paid the EPF dues for given month
Formal employment,Total PF paying firms,Large,Trading,All sectors,611510,,Total number of firms who paid the EPF dues for given month
Formal employment,Firms missing PF dues,Small,Others,Others,633350,,"Firms registered with the EPFO, but missed on payments for given month"
Formal employment,Firms missing PF dues,Small,Services,Construction,633422,,"Firms registered with the EPFO, but missed on payments for given month"
Formal employment,Firms missing PF dues,Small,Services,F&B,633429,,"Firms registered with the EPFO, but missed on payments for given month"
Formal employment,Firms missing PF dues,Medium,Others,Others,632350,,"Firms registered with the EPFO, but missed on payments for given month"
Formal employment,Firms missing PF dues,Small,Manufacturing,Textile,633263,,"Firms registered with the EPFO, but missed on payments for given month"
Formal employment,Firms missing PF dues,Small,Services,Consultation Services,633423,,"Firms registered with the EPFO, but missed on payments for given month"
Formal employment,Firms missing PF dues,Small,Services,Education,633425,,"Firms registered with the EPFO, but missed on payments for given month"
Formal employment,Firms missing PF dues,Small,Services,Engineering,633427,,"Firms registered with the EPFO, but missed on payments for given month"
Formal employment,Firms missing PF dues,Small,Services,Printing,633456,,"Firms registered with the EPFO, but missed on payments for given month"
Formal employment,Firms missing PF dues,Medium,Services,Engineering,632427,,"Firms registered with the EPFO, but missed on payments for given month"
Formal employment,Firms missing PF dues,Medium,Services,IT,632440,,"Firms registered with the EPFO, but missed on payments for given month"
Formal employment,Firms missing PF dues,Small,Manufacturing,Construction,633222,,"Firms registered with the EPFO, but missed on payments for given month"
Formal employment,Firms missing PF dues,Large,Services,Consultation Services,631423,,"Firms registered with the EPFO, but missed on payments for given month"
Formal employment,Firms missing PF dues,Medium,Services,Construction,632422,,"Firms registered with the EPFO, but missed on payments for given month"
Formal employment,Firms missing PF dues,Small,Manufacturing,Agro-processing,633212,,"Firms registered with the EPFO, but missed on payments for given month"
Formal employment,Firms missing PF dues,Large,Services,Construction,631422,,"Firms registered with the EPFO, but missed on payments for given month"
Formal employment,Firms missing PF dues,Medium,Services,Consultation Services,632423,,"Firms registered with the EPFO, but missed on payments for given month"
Formal employment,Firms missing PF dues,Medium,Services,Recreational Activties,632457,,"Firms registered with the EPFO, but missed on payments for given month"
Formal employment,Firms missing PF dues,Small,Manufacturing,Engineering,633227,,"Firms registered with the EPFO, but missed on payments for given month"
Formal employment,Firms missing PF dues,Small,Manufacturing,Metal and ores,633246,,"Firms registered with the EPFO, but missed on payments for given month"
Formal employment,Firms missing PF dues,Small,Services,Automobile,633414,,"Firms registered with the EPFO, but missed on payments for given month"
Formal employment,Firms missing PF dues,Small,Services,Electric Power Industry,633426,,"Firms registered with the EPFO, but missed on payments for given month"
Formal employment,Firms missing PF dues,Small,Trading,Commercial Establishment,633520,,"Firms registered with the EPFO, but missed on payments for given month"
Formal employment,Firms missing PF dues,Large,Services,Petroleum/Natural Gas,631453,,"Firms registered with the EPFO, but missed on payments for given month"
Formal employment,Firms missing PF dues,Medium,Trading,Commercial Establishment,632520,,"Firms registered with the EPFO, but missed on payments for given month"
Formal employment,Firms missing PF dues,Small,Manufacturing,Chemical,633218,,"Firms registered with the EPFO, but missed on payments for given month"
Formal employment,Firms missing PF dues,Small,Services,Petroleum/Natural Gas,633453,,"Firms registered with the EPFO, but missed on payments for given month"
Formal employment,Firms missing PF dues,Small,Services,Recreational Activties,633457,,"Firms registered with the EPFO, but missed on payments for given month"
Formal employment,Firms missing PF dues,Large,Trading,Commercial Establishment,631520,,"Firms registered with the EPFO, but missed on payments for given month"
